V1,n.schools,match1,matchf,check
"<a href=../../../college/schools/profile.asp?T=20195>West Virginia University</a> (Morgantown, West Virginia), <a href=../../../college/schools/profile.asp?T=21021>Feather River College</a> (Quincy, California)",2,Virginia,West Virginia,
"<a href=../../../college/schools/profile.asp?T=22426>Georgia Gwinnett College</a> (Lawrenceville,GA), <a href=../../../college/schools/profile.asp?T=20059>University of South Carolina-Aiken</a> (Aiken, South Carolina)",2,Georgia,South Carolina,
"<a href=../../../college/schools/profile.asp?T=20942>College of Southern Nevada</a> (North Las Vegas, Nevada)",2,Nevada,Southern,
"<a href=../../../college/schools/profile.asp?T=21026>Georgia State University</a> (Atlanta, Georgia), <a href=../../../college/schools/profile.asp?T=22416>Gordon State College</a> (Barnesville,GA)",2,Georgia,Georgia State,
"<a href=../../../college/schools/profile.asp?T=20319>Coastal Carolina University</a> (Conway, South Carolina), <a href=../../../college/schools/profile.asp?T=20922>Francis Marion University</a> (Florence, South Carolina), <a href=../../../college/schools/profile.asp?T=22402>University of South Carolina-Beaufort</a> (Beaufort,SC)",2,Coastal Carolina,South Carolina,
"<a href=../../../college/schools/profile.asp?T=20491>New Mexico State University</a> (Las Cruces, New Mexico), <a href=../../../college/schools/profile.asp?T=20155>Oxnard College</a> (Oxnard, California)",2,New Mexico,New Mexico State,
"<a href=../../../college/schools/profile.asp?T=20163>Seminole State College of Florida</a> (Altamonte Springs, Florida), <a href=../../../college/schools/profile.asp?T=20118>Duke University</a> (Durham, North Carolina)",2,Duke,Florida,
"<a href=../../../college/schools/profile.asp?T=20726>University of Southern Maine</a> (Gorham, Maine)",2,Maine,Southern,
"<a href=../../../college/schools/profile.asp?T=20077>Temple University</a> (Philadelphia, Pennsylvania), <a href=../../../college/schools/profile.asp?T=20358>University of Pittsburgh</a> (Pittsburgh, Pennsylvania)",2,Pittsburgh,Temple,
"<a href=../../../college/schools/profile.asp?T=20307>Stetson University</a> (DeLand, Florida), <a href=../../../college/schools/profile.asp?T=20787>Broward College</a> (Fort Lauderdale, Florida), <a href=../../../college/schools/profile.asp?T=20041>Florida International University</a> (Miami, Florida)",2,Florida,Stetson,
"<a href=../../../college/schools/profile.asp?T=20494>University of Central Arkansas</a> (Conway, Arkansas), <a href=../../../college/schools/profile.asp?T=20553>Freed-Hardeman University</a> (Henderson, Tennessee)",2,Arkansas,Central Arkansas,
"<a href=../../../college/schools/profile.asp?T=21093>Canisius College</a> (Buffalo, New York), <a href=../../../college/schools/profile.asp?T=21599>Niagara County Community College</a> (Sanborn, New York)",2,Canisius College,Niagara,
"<a href=../../../college/schools/profile.asp?T=20368>Alabama State University</a> (Montgomery, Alabama)",2,Alabama,Alabama State,
"<a href=../../../college/schools/profile.asp?T=20856>Southern Arkansas University</a> (Magnolia, Arkansas), <a href=../../../college/schools/profile.asp?T=20062>Hill College</a> (Hillsboro, Texas)",2,Arkansas,Southern,
"<a href=../../../college/schools/profile.asp?T=20452>Indiana University</a> (Bloomington, Indiana), <a href=../../../college/schools/profile.asp?T=20222>Central Arizona College</a> (Coolidge, Arizona)",2,Arizona,Indiana,
"<a href=../../../college/schools/profile.asp?T=20214>University of Oklahoma</a> (Norman, Oklahoma), <a href=../../../college/schools/profile.asp?T=20031>Wichita State University</a> (Wichita, Kansas)",2,Oklahoma,Wichita State,
"<a href=../../../college/schools/profile.asp?T=20463>Northern Illinois University</a> (DeKalb, Illinois), <a href=../../../college/schools/profile.asp?T=22406>Heartland Community College</a> (Normal,IL)",2,Illinois,Northern Illinois,
"<a href=../../../college/schools/profile.asp?T=20216>Nicholls State University</a> (Thibodaux, Louisiana), <a href=../../../college/schools/profile.asp?T=20852>Mississippi Gulf Coast Community College</a> (Gulfport, Mississippi)",2,Mississippi,Nicholls State,
"<a href=../../../college/schools/profile.asp?T=20145>Michigan State University</a> (East Lansing, Michigan), <a href=../../../college/schools/profile.asp?T=21514>Kellogg Community College</a> (Battle Creek, Michigan), <a href=../../../college/schools/profile.asp?T=20696>Grand Valley State University</a> (Allendale, Michigan)",2,Michigan,Michigan State,
"<a href=../../../college/schools/profile.asp?T=20117>Dallas Baptist University</a> (Dallas, Texas), <a href=../../../college/schools/profile.asp?T=20133>Jefferson College</a> (Hillsboro, Missouri), <a href=../../../college/schools/profile.asp?T=22268>University of Illinois at Springfield</a> (Springfield, Illinois)",2,Dallas Baptist,Illinois,
"<a href=../../../college/schools/profile.asp?T=20342>University of North Florida</a> (Jacksonville, Florida), <a href=../../../college/schools/profile.asp?T=20542>Flagler College</a> (St. Augustine, Florida)",2,Florida,North Florida,
"<a href=../../../college/schools/profile.asp?T=20186>University of Portland</a> (Portland, Oregon), <a href=../../../college/schools/profile.asp?T=21021>Feather River College</a> (Quincy, California), <a href=../../../college/schools/profile.asp?T=20475>Western Oregon University</a> (Monmouth, Oregon)",2,Oregon,Portland,
"<a href=../../../college/schools/profile.asp?T=20770>Alabama A&M University</a> (Huntsville, Alabama)",2,Alabama,Alabama A&M,
"<a href=../../../college/schools/profile.asp?T=20702>Northeastern Oklahoma A&M College</a> (Miami, Oklahoma)",2,Northeastern,Oklahoma,
"<a href=../../../college/schools/profile.asp?T=20506>Xavier University</a> (Cincinnati, Ohio), <a href=../../../college/schools/profile.asp?T=20498>University of New Orleans</a> (New Orleans, Louisiana)",2,New Orleans,Xavier,
"<a href=../../../college/schools/profile.asp?T=20522>Charleston Southern University</a> (Charleston, South Carolina), <a href=../../../college/schools/profile.asp?T=21608>North Greenville College</a> (Tigerville, South Carolina)",2,Charleston Southern,Southern,
"<a href=../../../college/schools/profile.asp?T=20195>West Virginia University</a> (Morgantown, West Virginia), <a href=../../../college/schools/profile.asp?T=20157>Potomac State College of WVU</a> (Keyser, West Virginia)",2,Virginia,West Virginia,
"<a href=../../../college/schools/profile.asp?T=20491>New Mexico State University</a> (Las Cruces, New Mexico), <a href=../../../college/schools/profile.asp?T=20895>Cal State San Bernardino</a> (San Bernardino, California)",2,New Mexico,New Mexico State,
"<a href=../../../college/schools/profile.asp?T=20319>Coastal Carolina University</a> (Conway, South Carolina), <a href=../../../college/schools/profile.asp?T=20799>Millersville University of Pennsylvania</a> (Millersville, Pennsylvania)",2,Coastal Carolina,Pennsylvania,
"<a href=../../../college/schools/profile.asp?T=20463>Northern Illinois University</a> (DeKalb, Illinois)",2,Illinois,Northern Illinois,
"<a href=../../../college/schools/profile.asp?T=20182>University of Miami</a> (Miami, Florida), <a href=../../../college/schools/profile.asp?T=20218>Saint Joseph's University</a> (Philadelphia, Pennsylvania)",2,Miami,Saint Joseph's,
"<a href=../../../college/schools/profile.asp?T=20384>East Carolina University</a> (Greenville, North Carolina), <a href=../../../college/schools/profile.asp?T=20502>University of North Carolina-Charlotte</a> (Charlotte, North Carolina)",2,East Carolina,North Carolina,
"<a href=../../../college/schools/profile.asp?T=20494>University of Central Arkansas</a> (Conway, Arkansas), <a href=../../../college/schools/profile.asp?T=20748>De Anza College</a> (Cupertino, California)",2,Arkansas,Central Arkansas,
"<a href=../../../college/schools/profile.asp?T=20663>Vanguard University of Southern California</a> (Costa Mesa, California)",2,California,Southern,
"<a href=../../../college/schools/profile.asp?T=20125>Grand Canyon University</a> (Phoenix, Arizona), <a href=../../../college/schools/profile.asp?T=22350>Orange Coast College</a> (Costa Mesa, California), <a href=../../../college/schools/profile.asp?T=20100>Cal State Fullerton</a> (Fullerton, California)",2,Cal State Fullerton,Grand Canyon,
"<a href=../../../college/schools/profile.asp?T=20147>Mississippi State University</a> (Starkville, Mississippi)",2,Mississippi,Mississippi State,
"<a href=../../../college/schools/profile.asp?T=21731>University at Buffalo</a> (Buffalo, New York), <a href=../../../college/schools/profile.asp?T=21457>Georgetown College</a> (Georgetown, Kentucky)",2,Georgetown,University at Buffalo,
"<a href=../../../college/schools/profile.asp?T=20440>University of Arkansas-Pine Bluff</a> (Pine Bluff, Arkansas), <a href=../../../college/schools/profile.asp?T=21212>Shawnee State University</a> (Portsmouth, Ohio), <a href=../../../college/schools/profile.asp?T=20851>Grand Rapids Community College</a> (Grand Rapids, Michigan)",2,Arkansas,Arkansas-Pine Bluff,
"<a href=../../../college/schools/profile.asp?T=20474>Western Illinois University</a> (Macomb, Illinois), <a href=../../../college/schools/profile.asp?T=20551>Fort Scott Community College</a> (Fort Scott, Kansas)",2,Illinois,Western Illinois,
"<a href=../../../college/schools/profile.asp?T=20249>Tennessee Technological University</a> (Cookeville, Tennessee), <a href=../../../college/schools/profile.asp?T=20002>Mercyhurst College</a> (Erie, Pennsylvania)",2,Tennessee,Tennessee Tech,
"<a href=../../../college/schools/profile.asp?T=20344>University of Arkansas</a> (Fayetteville, Arkansas), <a href=../../../college/schools/profile.asp?T=20234>San Jacinto College</a> (San Jacinto, Texas), <a href=../../../college/schools/profile.asp?T=20287>Baylor University</a> (Waco, Texas)",2,Arkansas,Baylor,
"<a href=../../../college/schools/profile.asp?T=20187>University of San Diego</a> (San Diego, California), <a href=../../../college/schools/profile.asp?T=20377>Cal Poly Pomona</a> (Pomona, California)",2,Cal Poly,San Diego,
"<a href=../../../college/schools/profile.asp?T=21731>University at Buffalo</a> (Buffalo, New York), <a href=../../../college/schools/profile.asp?T=21521>Lackawanna College</a> (Scranton, Pennsylvania), <a href=../../../college/schools/profile.asp?T=20734>St. Bonaventure University</a> (Allegany, New York)",2,St. Bonaventure,University at Buffalo,
"<a href=../../../college/schools/profile.asp?T=20440>University of Arkansas-Pine Bluff</a> (Pine Bluff, Arkansas), <a href=../../../college/schools/profile.asp?T=20975>Dodge City Community College</a> (Dodge City, Kansas)",2,Arkansas,Arkansas-Pine Bluff,
"<a href=../../../college/schools/profile.asp?T=20812>Southwestern Oklahoma State University</a> (Weatherford, Oklahoma), <a href=../../../college/schools/profile.asp?T=22129>Northern Oklahoma College-Enid Campus</a> (Enid, Oklahoma)",2,Oklahoma,Oklahoma State,
"<a href=../../../college/schools/profile.asp?T=20439>University of Alabama-Birmingham</a> (Birmingham, Alabama), <a href=../../../college/schools/profile.asp?T=21524>Lawson State Community College</a> (Bessemer, Alabama), <a href=../../../college/schools/profile.asp?T=20541>Faulkner University</a> (Montgomery, Alabama)",2,Alabama,Alabama-Birmingham,
"<a href=../../../college/schools/profile.asp?T=20367>United States Air Force Academy</a> (Colorado Springs, Colorado), <a href=../../../college/schools/profile.asp?T=20017>University of Kentucky</a> (Lexington, Kentucky)",2,Air Force,Kentucky,
"<a href=../../../college/schools/profile.asp?T=20231>Vanderbilt University</a> (Nashville, Tennessee), <a href=../../../college/schools/profile.asp?T=20291>Boston College</a> (Chestnut Hill, Massachusetts)",2,Boston College,Vanderbilt,
"<a href=../../../college/schools/profile.asp?T=20610>Sacred Heart University</a> (Fairfield, Connecticut), <a href=../../../college/schools/profile.asp?T=22068>Lock Haven University of Pennsylvania</a> (Lock Haven, Pennsylvania)",2,Pennsylvania,Sacred Heart,
"<a href=../../../college/schools/profile.asp?T=20860>Northern Kentucky University</a> (Erlanger, Kentucky), <a href=../../../college/schools/profile.asp?T=20619>Sinclair Community College</a> (Dayton, Ohio)",2,Kentucky,Northern Kentucky,
"<a href=../../../college/schools/profile.asp?T=20093>Oklahoma State University</a> (Stillwater, Oklahoma), <a href=../../../college/schools/profile.asp?T=20259>Cowley College</a> (Arkansas City, Kansas)",2,Oklahoma,Oklahoma State,
"<a href=../../../college/schools/profile.asp?T=21083>University of Texas-San Antonio</a> (San Antonio, Texas)",2,Texas,Texas-San Antonio,
"<a href=../../../college/schools/profile.asp?T=20492>University of Arkansas-Little Rock</a> (Little Rock, Arkansas), <a href=../../../college/schools/profile.asp?T=21588>Murray State College</a> (Tishomingo, Oklahoma), <a href=../../../college/schools/profile.asp?T=21007>Avila University</a> (Kansas City, Missouri)",2,Arkansas,Murray State,
"<a href=../../../college/schools/profile.asp?T=20200>University of Tampa</a> (Tampa, Florida), <a href=../../../college/schools/profile.asp?T=20208>College of Central Florida</a> (Ocala, Florida)",2,Central Florida,Florida,
"<a href=../../../college/schools/profile.asp?T=20361>Brown University</a> (Providence, Rhode Island), <a href=../../../college/schools/profile.asp?T=20499>Ohio University</a> (Athens, Ohio)",2,Brown,Ohio,
"<a href=../../../college/schools/profile.asp?T=20370>Appalachian State University</a> (Boone, North Carolina), <a href=../../../college/schools/profile.asp?T=20218>Saint Joseph's University</a> (Philadelphia, Pennsylvania), <a href=../../../college/schools/profile.asp?T=20882>Pitt Community College</a> (Greenville, North Carolina)",2,Appalachian State,Saint Joseph's,
"<a href=../../../college/schools/profile.asp?T=20307>Stetson University</a> (DeLand, Florida), <a href=../../../college/schools/profile.asp?T=20205>State College of Florida Manatee-Sarasota</a> (Bradenton, Florida)",2,Florida,Stetson,
"<a href=../../../college/schools/profile.asp?T=20152>Ohio State University</a> (Columbus, Ohio), <a href=../../../college/schools/profile.asp?T=20263>Ashland University</a> (Ashland, Ohio)",2,Ohio,Ohio State,
"<a href=../../../college/schools/profile.asp?T=20296>Santa Clara University</a> (Santa Clara, California), <a href=../../../college/schools/profile.asp?T=20026>University of Arizona</a> (Tucson, Arizona)",2,Arizona,Santa Clara,
"<a href=../../../college/schools/profile.asp?T=20325>University of San Francisco</a> (San Francisco, California), <a href=../../../college/schools/profile.asp?T=20454>University of Kansas</a> (Lawrence, Kansas)",2,Kansas,San Francisco,
"<a href=../../../college/schools/profile.asp?T=20317>Northwestern State University</a> (Natchitoches, Louisiana)",2,Northwestern,Northwestern State,
"<a href=../../../college/schools/profile.asp?T=20484>West Texas A&M University</a> (Canyon, Texas), <a href=../../../college/schools/profile.asp?T=20171>Trinidad State Junior College</a> (Trinidad, Colorado)",2,Texas,Texas A&M,
"<a href=../../../college/schools/profile.asp?T=20498>University of New Orleans</a> (New Orleans, Louisiana), <a href=../../../college/schools/profile.asp?T=20062>Hill College</a> (Hillsboro, Texas), <a href=../../../college/schools/profile.asp?T=20366>Abilene Christian University</a> (Abilene, Texas)",2,Abilene Christian,New Orleans,
"<a href=../../../college/schools/profile.asp?T=20095>University of North Alabama</a> (Florence, Alabama), <a href=../../../college/schools/profile.asp?T=20681>Meridian Community College</a> (Meridian, Mississippi)",2,Alabama,North Alabama,
"<a href=../../../college/schools/profile.asp?T=20452>Indiana University</a> (Bloomington, Indiana), <a href=../../../college/schools/profile.asp?T=22490>Purdue Northwest</a> (Hammond,Indiana)",2,Indiana,Purdue,
"<a href=../../../college/schools/profile.asp?T=20498>University of New Orleans</a> (New Orleans, Louisiana), <a href=../../../college/schools/profile.asp?T=20163>Seminole State College of Florida</a> (Altamonte Springs, Florida)",2,Florida,New Orleans,
"<a href=../../../college/schools/profile.asp?T=20231>Vanderbilt University</a> (Nashville, Tennessee), <a href=../../../college/schools/profile.asp?T=20296>Santa Clara University</a> (Santa Clara, California)",2,Santa Clara,Vanderbilt,
"<a href=../../../college/schools/profile.asp?T=20342>University of North Florida</a> (Jacksonville, Florida)",2,Florida,North Florida,
"<a href=../../../college/schools/profile.asp?T=20414>Northwest Missouri State University</a> (Maryville, Missouri), <a href=../../../college/schools/profile.asp?T=20330>Fullerton College</a> (Fullerton, California)",2,Missouri,Missouri State,
"<a href=../../../college/schools/profile.asp?T=20413>North Dakota State University</a> (Fargo, North Dakota), <a href=../../../college/schools/profile.asp?T=21261>Grand View University</a> (Des Moines, Iowa)",2,North Dakota,North Dakota State,
"<a href=../../../college/schools/profile.asp?T=20219>Missouri State University</a> (Springfield, Missouri), <a href=../../../college/schools/profile.asp?T=21279>William Jewell College</a> (Liberty, Missouri)",2,Missouri,Missouri State,
"<a href=../../../college/schools/profile.asp?T=20015>University of Tennessee</a> (Knoxville, Tennessee), <a href=../../../college/schools/profile.asp?T=20728>Glendale Community College</a> (Glendale, California), <a href=../../../college/schools/profile.asp?T=20106>Cal State Northridge</a> (Northridge, California)",2,Cal State Northridge,Tennessee,
"<a href=../../../college/schools/profile.asp?T=20183>University of Michigan</a> (Ann Arbor, Michigan), <a href=../../../college/schools/profile.asp?T=21632>Oakland University</a> (Auburn Hills, Michigan)",2,Michigan,Oakland,
"<a href=../../../college/schools/profile.asp?T=20429>Stephen F. Austin University</a> (Nacogdoches, Texas), <a href=../../../college/schools/profile.asp?T=22323>Weatherford College</a> (Weatherford, Texas), <a href=../../../college/schools/profile.asp?T=20117>Dallas Baptist University</a> (Dallas, Texas)",2,Dallas Baptist,Stephen F. Austin,
"<a href=../../../college/schools/profile.asp?T=20966>Utah Valley University</a> (Orem, Utah), <a href=../../../college/schools/profile.asp?T=20819>Linn-Benton Community College</a> (Albany, Oregon)",2,Utah,Utah Valley U,
"<a href=../../../college/schools/profile.asp?T=20856>Southern Arkansas University</a> (Magnolia, Arkansas)",2,Arkansas,Southern,
"<a href=../../../college/schools/profile.asp?T=20057>Washington State University</a> (Pullman, Washington), <a href=../../../college/schools/profile.asp?T=20727>College of San Mateo</a> (San Mateo, California)",2,Washington,Washington State,
"<a href=../../../college/schools/profile.asp?T=20118>Duke University</a> (Durham, North Carolina), <a href=../../../college/schools/profile.asp?T=20976>Arkansas Tech University</a> (Russellville, Arkansas)",2,Arkansas,Duke,
"<a href=../../../college/schools/profile.asp?T=20091>University of South Carolina</a> (Columbia, South Carolina), <a href=../../../college/schools/profile.asp?T=20012>St. Petersburg College</a> (St. Petersburg, Florida), <a href=../../../college/schools/profile.asp?T=20018>University of Memphis</a> (Memphis, Tennessee)",2,Memphis,South Carolina,
"<a href=../../../college/schools/profile.asp?T=20374>Bethune-Cookman University</a> (Daytona Beach, Florida), <a href=../../../college/schools/profile.asp?T=20197>Ventura College</a> (Ventura, California), <a href=../../../college/schools/profile.asp?T=20318>University of Washington</a> (Seattle, Washington)",2,Bethune-Cookman,Washington,
"<a href=../../../college/schools/profile.asp?T=20213>University of Maryland</a> (College Park, Maryland), <a href=../../../college/schools/profile.asp?T=20502>University of North Carolina-Charlotte</a> (Charlotte, North Carolina)",2,Maryland,North Carolina,
"<a href=../../../college/schools/profile.asp?T=21656>Presbyterian College</a> (Clinton, South Carolina), <a href=../../../college/schools/profile.asp?T=22367>University of South Carolina-Sumter</a> (Sumter,SC)",2,Presbyterian College,South Carolina,
"<a href=../../../college/schools/profile.asp?T=20245>Southeast Missouri State University</a> (Cape Girardeau, Missouri)",2,Missouri,Missouri State,
"<a href=../../../college/schools/profile.asp?T=20474>Western Illinois University</a> (Macomb, Illinois), <a href=../../../college/schools/profile.asp?T=20172>Triton College</a> (River Grove, Illinois)",2,Illinois,Western Illinois,
"<a href=../../../college/schools/profile.asp?T=20232>University of California-Riverside</a> (Riverside, California), <a href=../../../college/schools/profile.asp?T=20377>Cal Poly Pomona</a> (Pomona, California)",2,Cal Poly,California,
"<a href=../../../college/schools/profile.asp?T=20795>South Georgia State College</a> (Douglas, Georgia), <a href=../../../college/schools/profile.asp?T=20556>Georgia College & State University</a> (Milledgeville, Georgia)",2,Georgia,Georgia State,
"<a href=../../../college/schools/profile.asp?T=20515>Eastern Florida State College</a> (Cocoa, Florida), <a href=../../../college/schools/profile.asp?T=20075>Palm Beach State College</a> (Lake Worth, Florida)",2,Florida,Florida State,
"<a href=../../../college/schools/profile.asp?T=20505>University of West Florida</a> (Pensacola, Florida), <a href=../../../college/schools/profile.asp?T=20208>College of Central Florida</a> (Ocala, Florida)",2,Central Florida,Florida,
"<a href=../../../college/schools/profile.asp?T=20134>Kennesaw State University</a> (Kennesaw, Georgia), <a href=../../../college/schools/profile.asp?T=20558>Georgia Perimeter College</a> (Atlanta, Georgia)",2,Georgia,Kennesaw State,
"<a href=../../../college/schools/profile.asp?T=20118>Duke University</a> (Durham, North Carolina), <a href=../../../college/schools/profile.asp?T=20097>Rutgers University</a> (New Brunswick, New Jersey)",2,Duke,Rutgers,
"<a href=../../../college/schools/profile.asp?T=20419>Sacramento State</a> (Sacramento, California), <a href=../../../college/schools/profile.asp?T=21213>Sierra College</a> (Rocklin, California), <a href=../../../college/schools/profile.asp?T=20255>University of Nevada</a> (Reno, Nevada)",2,Nevada,Sacramento State,
"<a href=../../../college/schools/profile.asp?T=22353>North Carolina Central University</a> (Durham, North Carolina), <a href=../../../college/schools/profile.asp?T=22181>Rockingham Community College</a> (Wentworth, North Carolina)",2,North Carolina,North Carolina Central,
"<a href=../../../college/schools/profile.asp?T=20280>Bowling Green State University</a> (Bowling Green, Ohio), <a href=../../../college/schools/profile.asp?T=21295>Cuyahoga Community College</a> (Cleveland, Ohio), <a href=../../../college/schools/profile.asp?T=20262>University of Toledo</a> (Toledo, Ohio)",2,Bowling Green State,Toledo,
"<a href=../../../college/schools/profile.asp?T=20071>Auburn University</a> (Auburn, Alabama), <a href=../../../college/schools/profile.asp?T=20890>University of Alabama-Huntsville</a> (Huntsville, Alabama)",2,Alabama,Auburn,
"<a href=../../../college/schools/profile.asp?T=20169>Texas Tech University</a> (Lubbock, Texas), <a href=../../../college/schools/profile.asp?T=20988>Northeast Texas Community College</a> (Mount Pleasant, Texas)",2,Texas,Texas Tech,
"<a href=../../../college/schools/profile.asp?T=21388>Chicago State University</a> (Chicago, Illinois), <a href=../../../college/schools/profile.asp?T=21066>Skyline College</a> (San Bruno, California), <a href=../../../college/schools/profile.asp?T=20325>University of San Francisco</a> (San Francisco, California)",2,Chicago State,San Francisco,
"<a href=../../../college/schools/profile.asp?T=20421>Savannah State University</a> (Savannah, Georgia), <a href=../../../college/schools/profile.asp?T=21092>Saint Peter's University</a> (Englewood Cliffs, New Jersey)",2,Saint Peter's,Savannah State,
"<a href=../../../college/schools/profile.asp?T=20952>Houston Baptist University</a> (Houston, Texas), <a href=../../../college/schools/profile.asp?T=21134>Brookhaven College</a> (Dallas, Texas), <a href=../../../college/schools/profile.asp?T=20782>Paris Junior College</a> (Paris, Texas)",2,Houston,Houston Baptist,
"<a href=../../../college/schools/profile.asp?T=20245>Southeast Missouri State University</a> (Cape Girardeau, Missouri), <a href=../../../college/schools/profile.asp?T=20133>Jefferson College</a> (Hillsboro, Missouri), <a href=../../../college/schools/profile.asp?T=22080>Maryville University</a> (St. Louis, Missouri)",2,Missouri,Missouri State,
"<a href=../../../college/schools/profile.asp?T=20040>Lamar University</a> (Beaumont, Texas), <a href=../../../college/schools/profile.asp?T=20062>Hill College</a> (Hillsboro, Texas), <a href=../../../college/schools/profile.asp?T=21048>Missouri Baptist University</a> (St. Louis, Missouri)",2,Lamar,Missouri,
"<a href=../../../college/schools/profile.asp?T=20401>Lehigh University</a> (Bethlehem, Pennsylvania), <a href=../../../college/schools/profile.asp?T=20850>Franklin & Marshall College</a> (Lancaster, Pennsylvania)",2,Lehigh,Marshall,
"<a href=../../../college/schools/profile.asp?T=20631>Stony Brook University</a> (Stony Brook, New York), <a href=../../../college/schools/profile.asp?T=20692>East Stroudsburg University of Pennsylvania</a> (East Stroudsburg, Pennsylvania)",2,Pennsylvania,Stony Brook,
"<a href=../../../college/schools/profile.asp?T=20368>Alabama State University</a> (Montgomery, Alabama), <a href=../../../college/schools/profile.asp?T=20667>Wallace Community College</a> (Dothan, Alabama)",2,Alabama,Alabama State,
"<a href=../../../college/schools/profile.asp?T=20024>Oral Roberts University</a> (Tulsa, Oklahoma), <a href=../../../college/schools/profile.asp?T=21607>North Central Texas College</a> (Gainesville, Texas)",2,Oral Roberts,Texas,
"<a href=../../../college/schools/profile.asp?T=20376>Brigham Young University</a> (Provo, Utah), <a href=../../../college/schools/profile.asp?T=20123>George Mason University</a> (Fairfax, Virginia)",2,Brigham Young,George Mason,
"<a href=../../../college/schools/profile.asp?T=20065>Loyola Marymount University</a> (Los Angeles, California), <a href=../../../college/schools/profile.asp?T=20500>Saint Louis University</a> (St. Louis, Missouri)",2,Loyola Marymount,Saint Louis,
"<a href=../../../college/schools/profile.asp?T=21767>University of South Carolina-Upstate</a> (Spartanburg, South Carolina), <a href=../../../college/schools/profile.asp?T=20556>Georgia College & State University</a> (Milledgeville, Georgia)",2,Georgia,South Carolina,
"<a href=../../../college/schools/profile.asp?T=20256>Indiana State University</a> (Terre Haute, Indiana), <a href=../../../college/schools/profile.asp?T=21953>DePauw University</a> (Greencastle, Indiana)",2,Indiana,Indiana State,
"<a href=../../../college/schools/profile.asp?T=21026>Georgia State University</a> (Atlanta, Georgia)",2,Georgia,Georgia State,
"<a href=../../../college/schools/profile.asp?T=20134>Kennesaw State University</a> (Kennesaw, Georgia), <a href=../../../college/schools/profile.asp?T=20556>Georgia College & State University</a> (Milledgeville, Georgia)",2,Georgia,Kennesaw State,
"<a href=../../../college/schools/profile.asp?T=20447>Eastern Michigan University</a> (Ypsilanti, Michigan), <a href=../../../college/schools/profile.asp?T=20922>Francis Marion University</a> (Florence, South Carolina)",2,Eastern Michigan,Michigan,
"<a href=../../../college/schools/profile.asp?T=20095>University of North Alabama</a> (Florence, Alabama)",2,Alabama,North Alabama,
"<a href=../../../college/schools/profile.asp?T=20023>Texas A&M University</a> (College Station, Texas), <a href=../../../college/schools/profile.asp?T=20559>Grayson County College</a> (Denison, Texas)",2,Texas,Texas A&M,
"<a href=../../../college/schools/profile.asp?T=20952>Houston Baptist University</a> (Houston, Texas), <a href=../../../college/schools/profile.asp?T=21242>Wharton County Junior College</a> (Wharton, Texas)",2,Houston,Houston Baptist,
"<a href=../../../college/schools/profile.asp?T=20246>Mercer University</a> (Macon, Georgia), <a href=../../../college/schools/profile.asp?T=20032>Rice University</a> (Houston, Texas)",2,Mercer,Rice,
"<a href=../../../college/schools/profile.asp?T=20466>University of Rhode Island</a> (Kingston, Rhode Island), <a href=../../../college/schools/profile.asp?T=20301>Merrimack College</a> (North Andover, Massachusetts)",2,Merrimack College,Rhode Island,
"<a href=../../../college/schools/profile.asp?T=20223>University of Connecticut</a> (Storrs, Connecticut), <a href=../../../college/schools/profile.asp?T=20426>Southern Connecticut State University</a> (New Haven, Connecticut)",2,Connecticut,Southern,
"<a href=../../../college/schools/profile.asp?T=20522>Charleston Southern University</a> (Charleston, South Carolina), <a href=../../../college/schools/profile.asp?T=22045>La Roche College</a> (McCandless, Pennsylvania)",2,Charleston Southern,Southern,
"<a href=../../../college/schools/profile.asp?T=20447>Eastern Michigan University</a> (Ypsilanti, Michigan), <a href=../../../college/schools/profile.asp?T=21685>Siena Heights University</a> (Adrian, Michigan)",2,Eastern Michigan,Michigan,
"<a href=../../../college/schools/profile.asp?T=20824>University of West Georgia</a> (LaGrange, Georgia), <a href=../../../college/schools/profile.asp?T=20540>Coastal Alabama Community College</a> (Bay Minette, Alabama)",2,Alabama,Georgia,
"<a href=../../../college/schools/profile.asp?T=20256>Indiana State University</a> (Terre Haute, Indiana)",2,Indiana,Indiana State,
"<a href=../../../college/schools/profile.asp?T=20317>Northwestern State University</a> (Natchitoches, Louisiana), <a href=../../../college/schools/profile.asp?T=20234>San Jacinto College</a> (San Jacinto, Texas)",2,Northwestern,Northwestern State,
"<a href=../../../college/schools/profile.asp?T=20506>Xavier University</a> (Cincinnati, Ohio), <a href=../../../college/schools/profile.asp?T=22406>Heartland Community College</a> (Normal,IL), <a href=../../../college/schools/profile.asp?T=21184>University of Missouri-St. Louis</a> (St. Louis, Missouri)",2,Missouri,Xavier,
"<a href=../../../college/schools/profile.asp?T=21083>University of Texas-San Antonio</a> (San Antonio, Texas), <a href=../../../college/schools/profile.asp?T=20068>McLennan Community College</a> (Waco, Texas)",2,Texas,Texas-San Antonio,
"<a href=../../../college/schools/profile.asp?T=20175>Eastern Kentucky University</a> (Richmond, Kentucky), <a href=../../../college/schools/profile.asp?T=21024>Felician College</a> (Lodi, New Jersey)",2,Eastern Kentucky,Kentucky,
